10,1547
11,1613
12,1547
13,1546
14,1550
15,1548
16,2477
17,3093
18,3098
19,3117
20,3115
21,3096
22,3094
23,3105
24,3103
25,3091
26,3096
27,3094
28,3096
29,3095
30,3090
31,3103
32,4128
33,4642
34,4645
35,4636
36,4651
37,4635
38,4641
39,4643
40,4650
41,4635
42,4640
43,4643
44,4647
45,4633
46,4637
47,4945
48,6181
49,6191
50,6183
51,6190
52,6194
53,6227
54,6192
55,6190
56,6186
57,6191
58,6195
59,6198
60,6201
